id,text,target
1024,im listening to right now because i feel like i need it and i want to share it with you little ones despite my convinced atheism somehow it never fails to make me feel better,2
1025,ive been comfort eating because im still feeling rubbish and i havent bothered to log most of it so theres no point checking on my food log yeah i know some of you do that,0
1026,i feel so honored to be nominated for this award,2
1027,im feeling quite joyful today,2
1028,when i received the first year results as the first year had involved a lot of work and i was very pleased when i got the results,2
1029,i feel like ive isolated myself from regular relationships,5
1030,i am also not a perfect girl friend and im always a disappointment always feeling so doubtful and always putting you through a hard time with my mood swings and sudden outburst of low emo mood,1
1031,i feel assured the world around me seems brighter,2
1032,i cant hide my feeling when i feel so glad,2
1033,i feel like how i m pissed that i have to spend an entire extra year in school because of stupid biochem,0
1034,i am ready to cry because i feel such a sweet presence of the ruach hakodesh the holy spirit in my room with me right now,2
1035,i feel confused too,1
1036,i attempted to call my mom to talk to her but she answered the phone with suck fake regard for my feelings she had her jolly voice on and i just told her nevermind and she said okay i have a couple guests walking through the door so i have to go and feed them some pie,2
1037,i feel for this little pound lovely is truly a gift,3
1038,i posted on here and i m feeling very neglectful,5
1039,i woke up monday feeling like crap and blamed it on the weather,5
1040,i zoom into those difficulties into feeling like having to give up everything and feeling more then helpless alone in a desert cast out by the ways voices and actions of others that is another story when i zoom into it i also temporarily loose the view of the full picture,5
1041,i didnt feel like anyone really hated me or noone new anyway and i managed to just not think about those who do,5
1042,i have these random moments where i feel suddenly very creative and would love to sit down and hear the tick tick tick of the keyboard keys as my thoughts spilled out onto the screen,2
1043,i feel nostalgic to travel away from my country my family and my friends not because i dont like them,3
1044,i found these emails from scott dale and just reading them frusterated me so much that i feel the need to post them and show the world what a neurotic freak he was is,1
1045,i smoothly hand her a twenty feeling smug that they are both interested,2
1046,i did see some things that i would never have done myself for the movie adaption but feel that if i did not read the book it would not have bothered me,0
