id,text,target
841,i have switched songs as that one was beginning to make me feel a little melancholy and who the fuck needs that,5
842,i feel embarrassed to talk to him at times because i feel very small in those moments like he is doing me a favor and i do not deserve to be given attention,5
843,i sound so entitled but you cant help but to feel disappointed even though you already knew you were going to be,5
844,i remember feeling how my husband felt when i would see people being rude to my mom and mom just being her sweet self to them,0
845,i feel more clever,2
846,i was feeling remorseful about my breakfast and so i took a diet pill,5
847,i feel as though the concept of lifestyle change rather than weight loss has been beaten to death but it really is something that i believe in and am currently experiencing,5
848,i do not know what my next steps are but i no longer feel lost,5
849,i have been feeling awful,5
850,i believe just imagining what it would be like to act live in front of an audience will make me feel joyful,2
851,i thought maybe it was just my hands feeling funny but i touched my hair with my totally clean forearm and it became sticky,4
852,i hate the moment when i completely feel perfect with people around me whom i love the most suddenly disappear,2
853,i remember feeling a little jealous and realized that our time together wasnt solely about me but that he has a larger network of social interactions all ready in progress before i got there,0
854,im known to feel affectionate toward those who adore leonard cohen is what makes me like him quite a lot,3
855,i feel really tranquil where i am right now,2
856,i feel impatient yet i am not fully sure what i am searching for,0
857,i was on my own tearful and feeling unloved even though i know that i am,5
858,i feel like after everything ive been nothing but sincere what bothers me the most is that you wanted to hurt me you even told me,2
859,i feel like i had so much to write then got distracted by my home on a wednesday evening challenge and have therefore lost my train of thought,0
860,i was starting to feel a little stressed,5
861,i have to admit i am feeling a bit intimidated by the challenge of,1
862,i think i was feeling vulnerable due to the stress of having to buy a new sewing machine and printer,1
863,i feel ashamed to have not read it yet,5
864,i hear about a teenaged girl devastated by the pimple on her face the morning of prom i feel devastated for her,5
865,i woke up on a beautiful sunday morning feeling restless and miserable,1
